line_id,order_id,order_date,region,city,category,quantity,unit_price,discount,sales,profit,marketing_cost,category_missing,profit_missing,category_display,sales_outlier,month
L00177,DH0134,2026-05-13,Miền Bắc,Hải Phòng,Văn phòng phẩm,3,40000,0.0,120000,19000.0,62000,False,False,Văn phòng phẩm,False,2026-05
L00178,DH0152,2026-05-22,Miền Nam,TP.HCM,Chăm sóc cá nhân,5,96000,0.05,456000,117000.0,27000,False,False,Chăm sóc cá nhân,False,2026-05
L00179,DH0530,2026-05-23,Miền Nam,Cần Thơ,Gia dụng,6,132000,0.1,713000,276000.0,66000,False,False,Gia dụng,True,2026-05
L00180,DH0006,2026-06-21,Miền Trung,Đà Nẵng,Đồ uống,5,39000,0.15,166000,26000.0,16000,False,False,Đồ uống,False,2026-06
L00181,DH0511,2026-04-28,Miền Bắc,Hà Nội,Văn phòng phẩm,4,112000,0.0,448000,93000.0,26000,False,False,Văn phòng phẩm,False,2026-04
L00182,DH0011,2026-06-23,Miền Nam,TP.HCM,Đồ uống,4,74000,0.05,281000,118000.0,46000,False,False,Đồ uống,False,2026-06
L00183,DH0526,2026-04-16,Miền Nam,TP.HCM,Thực phẩm,6,87000,0.05,496000,118000.0,16000,False,False,Thực phẩm,False,2026-04
L00184,DH0395,2026-04-18,Miền Nam,TP.HCM,Văn phòng phẩm,4,97000,0.1,349000,112000.0,36000,False,False,Văn phòng phẩm,False,2026-04
L00185,DH0436,2026-04-24,Miền Nam,TP.HCM,Văn phòng phẩm,5,41000,0.05,195000,86000.0,56000,False,False,Văn phòng phẩm,False,2026-04
L00186,DH0211,2026-06-25,Miền Nam,TP.HCM,Thực phẩm,5,76000,0.0,380000,142000.0,15000,False,False,Thực phẩm,False,2026-06
L00187,DH0177,2026-04-23,Miền Nam,TP.HCM,Văn phòng phẩm,5,105000,0.15,446000,125000.0,52000,False,False,Văn phòng phẩm,False,2026-04
L00188,DH0055,2026-06-11,Miền Nam,Cần Thơ,Đồ uống,1,126000,0.15,107000,29000.0,63000,False,False,Đồ uống,False,2026-06
L00189,DH0517,2026-05-24,Miền Bắc,Hà Nội,Đồ uống,1,98000,0.0,98000,15000.0,64000,False,False,Đồ uống,False,2026-05
L00190,DH0135,2026-05-29,Miền Trung,Huế,Đồ uống,4,43000,0.0,172000,53000.0,56000,False,False,Đồ uống,False,2026-05
L00191,DH0447,2026-04-08,Miền Nam,Cần Thơ,Gia dụng,1,73000,0.0,73000,25000.0,50000,False,False,Gia dụng,False,2026-04
L00192,DH0159,2026-05-31,Miền Trung,Huế,Đồ uống,6,59000,0.05,336000,59000.0,57000,False,False,Đồ uống,False,2026-05
L00193,DH0192,2026-04-07,Miền Bắc,Hà Nội,Thực phẩm,4,68000,0.0,272000,79000.0,16000,False,False,Thực phẩm,False,2026-04
L00194,DH0513,2026-05-20,Miền Bắc,Hải Phòng,Thực phẩm,3,109000,0.1,294000,83000.0,43000,False,False,Thực phẩm,False,2026-05
L00195,DH0138,2026-06-11,Miền Bắc,Hải Phòng,Thực phẩm,4,35000,0.0,140000,54000.0,67000,False,False,Thực phẩm,False,2026-06
L00196,DH0447,2026-06-23,Miền Nam,Cần Thơ,Gia dụng,5,84000,0.05,399000,83000.0,67000,False,False,Gia dụng,False,2026-06
L00197,DH0172,2026-06-30,Miền Nam,TP.HCM,Gia dụng,2,81000,0.05,154000,32000.0,45000,False,False,Gia dụng,False,2026-06
L00198,DH0298,2026-04-22,Miền Trung,Huế,Thực phẩm,3,43000,0.15,110000,31000.0,46000,False,False,Thực phẩm,False,2026-04
L00199,DH0533,2026-06-09,Miền Nam,TP.HCM,Đồ uống,6,110000,0.1,594000,199000.0,45000,False,False,Đồ uống,False,2026-06
L00200,DH0381,2026-05-25,Miền Bắc,Hải Phòng,Chăm sóc cá nhân,2,51000,0.1,92000,25000.0,35000,False,False,Chăm sóc cá nhân,False,2026-05
L00201,DH0267,2026-06-06,Miền Nam,TP.HCM,Gia dụng,4,68000,0.0,272000,53000.0,26000,False,False,Gia dụng,False,2026-06
L00202,DH0501,2026-06-14,Miền Nam,TP.HCM,Văn phòng phẩm,3,21000,0.0,63000,15000.0,23000,False,False,Văn phòng phẩm,False,2026-06
L00203,DH0428,2026-05-14,Miền Trung,Đà Nẵng,Đồ uống,1,110000,0.05,104000,18000.0,37000,False,False,Đồ uống,False,2026-05
L00204,DH0294,2026-04-13,Miền Trung,Huế,Văn phòng phẩm,5,58000,0.0,290000,91000.0,21000,False,False,Văn phòng phẩm,False,2026-04
L00205,DH0272,2026-06-11,Miền Nam,Cần Thơ,Văn phòng phẩm,2,57000,0.0,114000,28000.0,23000,False,False,Văn phòng phẩm,False,2026-06
L00206,DH0245,2026-05-27,Miền Bắc,Hà Nội,Văn phòng phẩm,4,128000,0.0,512000,140000.0,13000,False,False,Văn phòng phẩm,False,2026-05
L00207,DH0441,2026-04-13,Miền Nam,Cần Thơ,Thực phẩm,2,28000,0.05,53000,13000.0,36000,False,False,Thực phẩm,False,2026-04
L00208,DH0123,2026-05-07,Miền Nam,TP.HCM,Chăm sóc cá nhân,5,98000,0.0,490000,145000.0,45000,False,False,Chăm sóc cá nhân,False,2026-05
L00209,DH0481,2026-04-14,Miền Nam,TP.HCM,Thực phẩm,6,107000,0.05,610000,,40000,False,True,Thực phẩm,False,2026-04
L00210,DH0060,2026-06-09,Miền Nam,TP.HCM,Chăm sóc cá nhân,3,27000,0.0,81000,26000.0,17000,False,False,Chăm sóc cá nhân,False,2026-06
L00211,DH0140,2026-05-01,Miền Nam,TP.HCM,Đồ uống,1,75000,0.0,75000,21000.0,60000,False,False,Đồ uống,False,2026-05
L00212,DH0034,2026-04-07,Miền Nam,Cần Thơ,Chăm sóc cá nhân,2,56000,0.1,101000,37000.0,50000,False,False,Chăm sóc cá nhân,False,2026-04
L00213,DH0021,2026-04-26,Miền Nam,Cần Thơ,Đồ uống,6,41000,0.05,234000,40000.0,47000,False,False,Đồ uống,False,2026-04
L00214,DH0297,2026-05-26,Miền Bắc,Hà Nội,Thực phẩm,2,37000,0.1,67000,23000.0,20000,False,False,Thực phẩm,False,2026-05
L00215,DH0071,2026-05-24,Miền Nam,TP.HCM,Thực phẩm,2,92000,0.05,175000,31000.0,54000,False,False,Thực phẩm,False,2026-05
L00216,DH0405,2026-06-17,Miền Bắc,Hải Phòng,Đồ uống,6,113000,0.1,610000,119000.0,52000,False,False,Đồ uống,False,2026-06
L00217,DH0136,2026-05-03,Miền Bắc,Hà Nội,Đồ uống,2,40000,0.1,72000,17000.0,35000,False,False,Đồ uống,False,2026-05
L00218,DH0278,2026-05-28,Miền Nam,TP.HCM,Gia dụng,3,43000,0.0,129000,33000.0,51000,False,False,Gia dụng,False,2026-05
L00219,DH0148,2026-06-25,Miền Nam,TP.HCM,Gia dụng,3,96000,0.05,274000,55000.0,23000,False,False,Gia dụng,False,2026-06
L00220,DH0347,2026-04-30,Miền Bắc,Hà Nội,Chăm sóc cá nhân,5,199000,0.1,896000,198000.0,43000,False,False,Chăm sóc cá nhân,True,2026-04
L00221,DH0028,2026-04-03,Miền Nam,Cần Thơ,Văn phòng phẩm,4,33000,0.05,125000,35000.0,34000,False,False,Văn phòng phẩm,False,2026-04
L00222,DH0445,2026-05-30,Miền Nam,Cần Thơ,Đồ uống,3,34000,0.0,102000,45000.0,38000,False,False,Đồ uống,False,2026-05
L00223,DH0502,2026-05-25,Miền Nam,Cần Thơ,Chăm sóc cá nhân,6,40000,0.05,228000,71000.0,38000,False,False,Chăm sóc cá nhân,False,2026-05
L00224,DH0369,2026-05-01,Miền Nam,TP.HCM,Đồ uống,4,41000,0.15,139000,48000.0,33000,False,False,Đồ uống,False,2026-05
L00225,DH0395,2026-05-22,Miền Trung,Huế,Gia dụng,5,113000,0.0,565000,84000.0,23000,False,False,Gia dụng,False,2026-05
L00226,DH0503,2026-05-31,Miền Bắc,Hải Phòng,Đồ uống,6,41000,0.05,234000,79000.0,35000,False,False,Đồ uống,False,2026-05
L00227,DH0249,2026-06-14,Miền Trung,Huế,Đồ uống,4,185000,0.0,740000,180000.0,54000,False,False,Đồ uống,True,2026-06
L00228,DH0300,2026-04-12,Miền Trung,Đà Nẵng,Chăm sóc cá nhân,2,82000,0.0,164000,60000.0,46000,False,False,Chăm sóc cá nhân,False,2026-04
L00229,DH0050,2026-05-13,Miền Bắc,Hà Nội,Gia dụng,5,106000,0.1,477000,72000.0,44000,False,False,Gia dụng,False,2026-05
L00230,DH0282,2026-04-26,Miền Bắc,Hải Phòng,Thực phẩm,4,89000,0.0,356000,53000.0,36000,False,False,Thực phẩm,False,2026-04
L00231,DH0194,2026-05-01,Miền Bắc,Hà Nội,Chăm sóc cá nhân,1,41000,0.0,41000,11000.0,64000,False,False,Chăm sóc cá nhân,False,2026-05
L00232,DH0059,2026-04-03,Miền Trung,Đà Nẵng,Thực phẩm,2,35000,0.0,70000,10000.0,22000,False,False,Thực phẩm,False,2026-04
L00233,DH0455,2026-05-09,Miền Nam,TP.HCM,Thực phẩm,6,103000,0.05,587000,193000.0,53000,False,False,Thực phẩm,False,2026-05
L00234,DH0387,2026-04-08,Miền Nam,TP.HCM,Chăm sóc cá nhân,6,116000,0.05,661000,293000.0,34000,False,False,Chăm sóc cá nhân,True,2026-04
L00235,DH0052,2026-06-24,Miền Nam,TP.HCM,Đồ uống,5,81000,0.05,385000,63000.0,8000,False,False,Đồ uống,False,2026-06
L00236,DH0535,2026-05-21,Miền Nam,TP.HCM,Thực phẩm,6,67000,0.0,402000,149000.0,33000,False,False,Thực phẩm,False,2026-05
L00237,DH0161,2026-05-09,Miền Nam,Cần Thơ,Thực phẩm,3,70000,0.05,200000,56000.0,47000,False,False,Thực phẩm,False,2026-05
L00238,DH0104,2026-04-22,Miền Trung,Huế,Gia dụng,3,74000,0.0,222000,36000.0,69000,False,False,Gia dụng,False,2026-04
L00239,DH0130,2026-06-25,Miền Nam,TP.HCM,Đồ uống,2,36000,0.1,65000,24000.0,61000,False,False,Đồ uống,False,2026-06
L00240,DH0109,2026-05-17,Miền Nam,TP.HCM,Gia dụng,2,68000,0.0,136000,39000.0,58000,False,False,Gia dụng,False,2026-05
L00241,DH0480,2026-06-29,Miền Bắc,Hải Phòng,Chăm sóc cá nhân,1,67000,0.0,67000,19000.0,68000,False,False,Chăm sóc cá nhân,False,2026-06
L00242,DH0257,2026-05-31,Miền Nam,Cần Thơ,Đồ uống,4,29000,0.05,110000,31000.0,45000,False,False,Đồ uống,False,2026-05
L00243,DH0295,2026-06-30,Miền Nam,TP.HCM,Thực phẩm,4,19000,0.1,68000,18000.0,9000,False,False,Thực phẩm,False,2026-06
L00244,DH0472,2026-06-20,Miền Trung,Đà Nẵng,Đồ uống,6,59000,0.05,336000,107000.0,23000,False,False,Đồ uống,False,2026-06
L00245,DH0422,2026-06-07,Miền Nam,Cần Thơ,Thực phẩm,4,26000,0.1,94000,29000.0,59000,False,False,Thực phẩm,False,2026-06
L00246,DH0496,2026-05-03,Miền Nam,TP.HCM,Thực phẩm,4,22000,0.0,88000,21000.0,31000,False,False,Thực phẩm,False,2026-05
L00247,DH0163,2026-06-10,Miền Nam,TP.HCM,Gia dụng,3,30000,0.15,76000,12000.0,58000,False,False,Gia dụng,False,2026-06
L00248,DH0454,2026-04-29,Miền Nam,TP.HCM,Thực phẩm,6,73000,0.0,438000,72000.0,30000,False,False,Thực phẩm,False,2026-04
L00249,DH0270,2026-06-18,Miền Nam,Cần Thơ,Chăm sóc cá nhân,2,65000,0.05,124000,42000.0,22000,False,False,Chăm sóc cá nhân,False,2026-06
L00250,DH0028,2026-04-29,Miền Nam,Cần Thơ,Chăm sóc cá nhân,6,69000,0.05,393000,140000.0,30000,False,False,Chăm sóc cá nhân,False,2026-04
L00251,DH0136,2026-04-08,Miền Trung,Đà Nẵng,Đồ uống,4,146000,0.05,555000,162000.0,20000,False,False,Đồ uống,False,2026-04
L00252,DH0252,2026-04-11,Miền Bắc,Hà Nội,Gia dụng,1,84000,0.0,84000,17000.0,17000,False,False,Gia dụng,False,2026-04
L00253,DH0484,2026-05-12,Miền Nam,TP.HCM,Gia dụng,5,136000,0.1,612000,133000.0,36000,False,False,Gia dụng,False,2026-05
L00254,DH0118,2026-05-31,Miền Trung,Huế,Thực phẩm,3,72000,0.0,216000,88000.0,69000,False,False,Thực phẩm,False,2026-05
L00255,DH0095,2026-04-27,Miền Bắc,Hải Phòng,Đồ uống,2,109000,0.1,196000,31000.0,66000,False,False,Đồ uống,False,2026-04
L00256,DH0498,2026-06-14,Miền Bắc,Hải Phòng,Đồ uống,2,138000,0.0,276000,87000.0,55000,False,False,Đồ uống,False,2026-06
L00257,DH0457,2026-04-24,Miền Trung,Đà Nẵng,Chăm sóc cá nhân,4,167000,0.0,668000,245000.0,55000,False,False,Chăm sóc cá nhân,True,2026-04
L00258,DH0282,2026-05-14,Miền Nam,Cần Thơ,Đồ uống,1,60000,0.0,60000,16000.0,48000,False,False,Đồ uống,False,2026-05
L00259,DH0192,2026-05-01,Miền Trung,Đà Nẵng,Thực phẩm,4,38000,0.05,144000,48000.0,53000,False,False,Thực phẩm,False,2026-05
L00260,DH0086,2026-05-21,Miền Trung,Đà Nẵng,Văn phòng phẩm,1,68000,0.0,68000,15000.0,30000,False,False,Văn phòng phẩm,False,2026-05
L00261,DH0231,2026-04-18,Miền Bắc,Hà Nội,Gia dụng,5,125000,0.05,594000,127000.0,62000,False,False,Gia dụng,False,2026-04
L00262,DH0449,2026-06-27,Miền Nam,TP.HCM,Đồ uống,6,138000,0.05,787000,144000.0,57000,False,False,Đồ uống,True,2026-06
L00263,DH0488,2026-06-24,Miền Bắc,Hải Phòng,Chăm sóc cá nhân,5,70000,0.05,332000,67000.0,57000,False,False,Chăm sóc cá nhân,False,2026-06
L00264,DH0292,2026-06-03,Miền Nam,TP.HCM,Gia dụng,6,79000,0.0,474000,67000.0,35000,False,False,Gia dụng,False,2026-06
L00265,DH0419,2026-05-19,Miền Bắc,Hải Phòng,Chăm sóc cá nhân,5,139000,0.0,695000,263000.0,33000,False,False,Chăm sóc cá nhân,True,2026-05
L00266,DH0441,2026-06-07,Miền Trung,Huế,Đồ uống,6,72000,0.0,432000,120000.0,62000,False,False,Đồ uống,False,2026-06
L00267,DH0425,2026-05-13,Miền Nam,TP.HCM,Văn phòng phẩm,2,91000,0.15,155000,49000.0,66000,False,False,Văn phòng phẩm,False,2026-05
L00268,DH0408,2026-06-20,Miền Nam,TP.HCM,Gia dụng,1,102000,0.0,102000,20000.0,63000,False,False,Gia dụng,False,2026-06
L00269,DH0290,2026-04-07,Miền Nam,Cần Thơ,Đồ uống,2,60000,0.05,114000,27000.0,42000,False,False,Đồ uống,False,2026-04
L00270,DH0005,2026-04-20,Miền Bắc,Hà Nội,Thực phẩm,2,45000,0.0,90000,27000.0,18000,False,False,Thực phẩm,False,2026-04
L00271,DH0223,2026-05-12,Miền Nam,Cần Thơ,Đồ uống,1,209000,0.0,209000,48000.0,44000,False,False,Đồ uống,False,2026-05
L00272,DH0302,2026-05-30,Miền Nam,TP.HCM,Đồ uống,2,50000,0.0,100000,30000.0,22000,False,False,Đồ uống,False,2026-05
L00273,DH0106,2026-06-04,Miền Nam,TP.HCM,Đồ uống,5,40000,0.05,190000,31000.0,62000,False,False,Đồ uống,False,2026-06
L00274,DH0173,2026-06-05,Miền Nam,TP.HCM,Đồ uống,3,59000,0.0,177000,55000.0,66000,False,False,Đồ uống,False,2026-06
L00275,DH0496,2026-06-25,Miền Nam,Cần Thơ,Chăm sóc cá nhân,6,71000,0.1,383000,132000.0,44000,False,False,Chăm sóc cá nhân,False,2026-06
L00276,DH0097,2026-06-16,Miền Nam,Cần Thơ,Gia dụng,5,76000,0.1,342000,102000.0,49000,False,False,Gia dụng,False,2026-06
L00277,DH0353,2026-06-23,Miền Nam,Cần Thơ,Thực phẩm,5,57000,0.0,285000,90000.0,17000,False,False,Thực phẩm,False,2026-06
L00278,DH0128,2026-05-02,Miền Nam,Cần Thơ,Thực phẩm,4,84000,0.1,302000,91000.0,23000,False,False,Thực phẩm,False,2026-05
L00279,DH0334,2026-06-03,Miền Nam,TP.HCM,Văn phòng phẩm,2,147000,0.0,294000,66000.0,63000,False,False,Văn phòng phẩm,False,2026-06
L00280,DH0414,2026-06-02,Miền Nam,TP.HCM,Thực phẩm,4,57000,0.0,228000,71000.0,58000,False,False,Thực phẩm,False,2026-06
L00281,DH0506,2026-05-26,Miền Nam,TP.HCM,Thực phẩm,3,68000,0.05,194000,57000.0,57000,False,False,Thực phẩm,False,2026-05
L00282,DH0501,2026-05-26,Miền Nam,Cần Thơ,Đồ uống,6,127000,0.0,762000,326000.0,12000,False,False,Đồ uống,True,2026-05
L00283,DH0492,2026-05-18,Miền Nam,TP.HCM,Đồ uống,5,41000,0.1,184000,39000.0,19000,False,False,Đồ uống,False,2026-05
L00284,DH0504,2026-05-08,Miền Bắc,Hà Nội,Đồ uống,3,38000,0.05,108000,16000.0,50000,False,False,Đồ uống,False,2026-05
L00285,DH0237,2026-04-13,Miền Bắc,Hà Nội,Thực phẩm,6,48000,0.1,259000,60000.0,51000,False,False,Thực phẩm,False,2026-04
L00286,DH0416,2026-04-10,Miền Trung,Huế,,6,63000,0.0,378000,68000.0,32000,True,False,Chưa phân loại,False,2026-04
L00287,DH0426,2026-04-01,Miền Bắc,Hải Phòng,Thực phẩm,6,101000,0.1,545000,191000.0,28000,False,False,Thực phẩm,False,2026-04
L00288,DH0350,2026-05-03,Miền Nam,Cần Thơ,Chăm sóc cá nhân,6,31000,0.1,167000,28000.0,45000,False,False,Chăm sóc cá nhân,False,2026-05
L00289,DH0340,2026-05-04,Miền Nam,TP.HCM,Đồ uống,2,48000,0.05,91000,38000.0,14000,False,False,Đồ uống,False,2026-05
L00290,DH0019,2026-06-27,Miền Bắc,Hà Nội,Thực phẩm,3,39000,0.1,105000,15000.0,30000,False,False,Thực phẩm,False,2026-06
L00291,DH0028,2026-04-23,Miền Nam,Cần Thơ,Văn phòng phẩm,4,31000,0.05,118000,20000.0,40000,False,False,Văn phòng phẩm,False,2026-04
L00292,DH0278,2026-04-20,Miền Trung,Đà Nẵng,Gia dụng,4,36000,0.0,144000,20000.0,23000,False,False,Gia dụng,False,2026-04
L00293,DH0199,2026-04-05,Miền Nam,Cần Thơ,Chăm sóc cá nhân,6,94000,0.0,564000,192000.0,11000,False,False,Chăm sóc cá nhân,False,2026-04
L00294,DH0231,2026-04-11,Miền Bắc,Hà Nội,Thực phẩm,5,69000,0.05,328000,144000.0,41000,False,False,Thực phẩm,False,2026-04
L00295,DH0410,2026-05-30,Miền Nam,Cần Thơ,Đồ uống,2,71000,0.0,142000,30000.0,22000,False,False,Đồ uống,False,2026-05
L00296,DH0386,2026-05-04,Miền Nam,TP.HCM,Văn phòng phẩm,2,88000,0.0,176000,72000.0,34000,False,False,Văn phòng phẩm,False,2026-05
L00297,DH0429,2026-05-27,Miền Nam,Cần Thơ,Thực phẩm,2,81000,0.0,162000,35000.0,17000,False,False,Thực phẩm,False,2026-05
L00298,DH0261,2026-04-10,Miền Bắc,Hà Nội,Đồ uống,3,81000,0.05,231000,77000.0,46000,False,False,Đồ uống,False,2026-04
L00299,DH0041,2026-06-09,Miền Nam,TP.HCM,Thực phẩm,1,162000,0.0,162000,65000.0,25000,False,False,Thực phẩm,False,2026-06
L00300,DH0078,2026-04-25,Miền Nam,Cần Thơ,Đồ uống,1,91000,0.05,86000,30000.0,21000,False,False,Đồ uống,False,2026-04
L00301,DH0409,2026-04-06,Miền Nam,TP.HCM,Thực phẩm,4,18000,0.0,72000,30000.0,69000,False,False,Thực phẩm,False,2026-04
L00302,DH0319,2026-06-23,Miền Bắc,Hà Nội,Thực phẩm,6,86000,0.0,516000,153000.0,16000,False,False,Thực phẩm,False,2026-06
L00303,DH0200,2026-05-03,Miền Nam,Cần Thơ,Đồ uống,6,104000,0.0,624000,227000.0,66000,False,False,Đồ uống,False,2026-05
L00304,DH0040,2026-04-30,Miền Bắc,Hải Phòng,Chăm sóc cá nhân,3,84000,0.1,227000,84000.0,37000,False,False,Chăm sóc cá nhân,False,2026-04
L00305,DH0516,2026-04-05,Miền Bắc,Hải Phòng,Đồ uống,2,50000,0.05,95000,43000.0,47000,False,False,Đồ uống,False,2026-04
L00306,DH0098,2026-05-24,Miền Bắc,Hà Nội,Thực phẩm,3,41000,0.1,111000,24000.0,62000,False,False,Thực phẩm,False,2026-05
L00307,DH0159,2026-04-26,Miền Nam,TP.HCM,Gia dụng,5,68000,0.0,340000,69000.0,35000,False,False,Gia dụng,False,2026-04
L00308,DH0151,2026-04-22,Miền Nam,Cần Thơ,Thực phẩm,1,91000,0.0,91000,25000.0,44000,False,False,Thực phẩm,False,2026-04
L00309,DH0127,2026-06-01,Miền Nam,Cần Thơ,Văn phòng phẩm,1,100000,0.1,90000,24000.0,11000,False,False,Văn phòng phẩm,False,2026-06
L00310,DH0505,2026-05-31,Miền Nam,Cần Thơ,Chăm sóc cá nhân,6,28000,0.0,168000,37000.0,69000,False,False,Chăm sóc cá nhân,False,2026-05
L00311,DH0157,2026-04-14,Miền Nam,TP.HCM,Gia dụng,5,77000,0.0,385000,58000.0,8000,False,False,Gia dụng,False,2026-04
L00312,DH0023,2026-04-12,Miền Nam,TP.HCM,Thực phẩm,3,121000,0.0,363000,70000.0,66000,False,False,Thực phẩm,False,2026-04
L00313,DH0085,2026-04-23,Miền Nam,Cần Thơ,Chăm sóc cá nhân,6,95000,0.0,570000,159000.0,38000,False,False,Chăm sóc cá nhân,False,2026-04
L00314,DH0531,2026-06-11,Miền Nam,Cần Thơ,Đồ uống,2,219000,0.0,438000,69000.0,57000,False,False,Đồ uống,False,2026-06
L00315,DH0268,2026-04-25,Miền Nam,Cần Thơ,Chăm sóc cá nhân,2,48000,0.15,82000,20000.0,50000,False,False,Chăm sóc cá nhân,False,2026-04
L00316,DH0456,2026-05-09,Miền Trung,Đà Nẵng,Thực phẩm,3,37000,0.05,105000,35000.0,51000,False,False,Thực phẩm,False,2026-05
L00317,DH0157,2026-04-12,Miền Bắc,Hải Phòng,Đồ uống,6,100000,0.1,540000,124000.0,54000,False,False,Đồ uống,False,2026-04
L00318,DH0503,2026-04-17,Miền Nam,Cần Thơ,Thực phẩm,3,134000,0.05,382000,89000.0,22000,False,False,Thực phẩm,False,2026-04
L00319,DH0485,2026-05-31,Miền Bắc,Hà Nội,Thực phẩm,1,41000,0.0,41000,6000.0,45000,False,False,Thực phẩm,False,2026-05
L00320,DH0396,2026-06-09,Miền Nam,TP.HCM,Văn phòng phẩm,4,68000,0.15,231000,67000.0,22000,False,False,Văn phòng phẩm,False,2026-06
L00321,DH0519,2026-06-18,Miền Nam,Cần Thơ,Thực phẩm,1,74000,0.1,67000,21000.0,11000,False,False,Thực phẩm,False,2026-06
L00322,DH0260,2026-05-21,Miền Nam,TP.HCM,Thực phẩm,3,81000,0.1,219000,97000.0,27000,False,False,Thực phẩm,False,2026-05
L00323,DH0487,2026-04-26,Miền Nam,Cần Thơ,Chăm sóc cá nhân,6,119000,0.05,678000,191000.0,28000,False,False,Chăm sóc cá nhân,True,2026-04
L00324,DH0430,2026-05-10,Miền Trung,Huế,Chăm sóc cá nhân,2,199000,0.0,398000,145000.0,69000,False,False,Chăm sóc cá nhân,False,2026-05
L00325,DH0502,2026-04-15,Miền Bắc,Hà Nội,Thực phẩm,1,51000,0.15,43000,9000.0,21000,False,False,Thực phẩm,False,2026-04
L00326,DH0539,2026-04-22,Miền Nam,Cần Thơ,Chăm sóc cá nhân,1,57000,0.0,57000,10000.0,10000,False,False,Chăm sóc cá nhân,False,2026-04
L00327,DH0349,2026-05-14,Miền Nam,TP.HCM,Đồ uống,6,33000,0.0,198000,35000.0,63000,False,False,Đồ uống,False,2026-05
L00328,DH0415,2026-06-11,Miền Nam,TP.HCM,Gia dụng,1,95000,0.0,95000,40000.0,39000,False,False,Gia dụng,False,2026-06
L00329,DH0066,2026-04-24,Miền Nam,TP.HCM,Đồ uống,2,39000,0.0,78000,20000.0,14000,False,False,Đồ uống,False,2026-04
L00330,DH0017,2026-05-04,Miền Nam,TP.HCM,Đồ uống,4,70000,0.05,266000,65000.0,22000,False,False,Đồ uống,False,2026-05
L00331,DH0387,2026-04-04,Miền Nam,Cần Thơ,Văn phòng phẩm,5,82000,0.05,390000,144000.0,68000,False,False,Văn phòng phẩm,False,2026-04
L00332,DH0237,2026-04-04,Miền Nam,TP.HCM,Văn phòng phẩm,5,123000,0.1,554000,160000.0,19000,False,False,Văn phòng phẩm,False,2026-04
L00333,DH0380,2026-05-20,Miền Nam,TP.HCM,Gia dụng,5,65000,0.15,276000,73000.0,32000,False,False,Gia dụng,False,2026-05
L00334,DH0496,2026-06-27,Miền Nam,TP.HCM,Thực phẩm,1,53000,0.1,48000,18000.0,64000,False,False,Thực phẩm,False,2026-06
L00335,DH0036,2026-05-23,Miền Bắc,Hà Nội,Chăm sóc cá nhân,6,49000,0.1,265000,85000.0,68000,False,False,Chăm sóc cá nhân,False,2026-05
L00336,DH0181,2026-04-03,Miền Nam,TP.HCM,Thực phẩm,4,105000,0.15,357000,67000.0,69000,False,False,Thực phẩm,False,2026-04
L00337,DH0166,2026-05-23,Miền Nam,TP.HCM,Thực phẩm,4,56000,0.05,213000,83000.0,13000,False,False,Thực phẩm,False,2026-05
L00338,DH0029,2026-04-11,Miền Nam,TP.HCM,Đồ uống,5,68000,0.0,340000,48000.0,10000,False,False,Đồ uống,False,2026-04
L00339,DH0071,2026-06-02,Miền Bắc,Hải Phòng,Thực phẩm,1,94000,0.0,94000,24000.0,62000,False,False,Thực phẩm,False,2026-06
L00340,DH0310,2026-05-13,Miền Trung,Đà Nẵng,Đồ uống,1,121000,0.0,121000,17000.0,58000,False,False,Đồ uống,False,2026-05
L00341,DH0102,2026-05-04,Miền Bắc,Hà Nội,Thực phẩm,1,114000,0.05,108000,30000.0,25000,False,False,Thực phẩm,False,2026-05
L00342,DH0001,2026-04-19,Miền Trung,Đà Nẵng,Đồ uống,5,34000,0.1,153000,32000.0,22000,False,False,Đồ uống,False,2026-04
L00343,DH0275,2026-04-17,Miền Trung,Đà Nẵng,Chăm sóc cá nhân,6,40000,0.05,228000,44000.0,10000,False,False,Chăm sóc cá nhân,False,2026-04
L00344,DH0249,2026-05-01,Miền Bắc,Hà Nội,Gia dụng,2,78000,0.05,148000,53000.0,47000,False,False,Gia dụng,False,2026-05
L00345,DH0471,2026-05-11,Miền Nam,TP.HCM,Chăm sóc cá nhân,1,87000,0.1,78000,13000.0,37000,False,False,Chăm sóc cá nhân,False,2026-05
L00346,DH0135,2026-05-22,Miền Nam,TP.HCM,Chăm sóc cá nhân,5,75000,0.05,356000,148000.0,64000,False,False,Chăm sóc cá nhân,False,2026-05
L00347,DH0508,2026-06-02,Miền Trung,Đà Nẵng,Đồ uống,6,122000,0.0,732000,156000.0,33000,False,False,Đồ uống,True,2026-06
L00348,DH0316,2026-06-27,Miền Nam,Cần Thơ,Văn phòng phẩm,4,136000,0.1,490000,,42000,False,True,Văn phòng phẩm,False,2026-06
L00349,DH0369,2026-04-03,Miền Bắc,Hải Phòng,Chăm sóc cá nhân,6,64000,0.1,346000,54000.0,39000,False,False,Chăm sóc cá nhân,False,2026-04
L00350,DH0166,2026-06-25,Miền Bắc,Hải Phòng,Thực phẩm,4,72000,0.1,259000,74000.0,32000,False,False,Thực phẩm,False,2026-06
L00351,DH0454,2026-05-22,Miền Nam,TP.HCM,Thực phẩm,3,110000,0.1,297000,66000.0,33000,False,False,Thực phẩm,False,2026-05
L00352,DH0296,2026-04-07,Miền Nam,Cần Thơ,Đồ uống,1,99000,0.0,99000,33000.0,39000,False,False,Đồ uống,False,2026-04
